Hours_Studied,Attendance,Family_Income,Parental_Education_Level,Exam_Score,Family_Income_Score,Distance_Score,Activity_Hours,Weekly_Commute_Hours,Study_Variance,External_Load,Is_Critical,Risk_Score
24,82,Medium,Postgraduate,69,2,0.5,12,5,4,17,False,17.5
20,98,High,College,72,3,2.0,0,15,0,15,False,5.666666666666667
19,76,Low,College,63,1,2.0,12,15,-1,27,True,51.0
20,77,Medium,College,64,2,2.0,0,15,0,15,False,19.0
16,99,High,College,67,3,2.0,12,15,-4,27,True,9.333333333333334
18,88,High,Postgraduate,70,3,1.0,0,10,-2,10,False,7.333333333333333
7,89,Low,High School,64,1,1.0,12,10,-13,22,False,33.0
26,83,High,High School,69,3,1.0,0,10,6,10,False,9.0
22,99,Medium,High School,72,2,0.5,0,5,2,5,False,3.0
15,88,Medium,Postgraduate,69,2,0.5,12,5,-5,17,False,14.5
31,96,Low,High School,75,1,0.5,12,5,11,17,False,21.0
21,88,Medium,Postgraduate,67,2,0.5,0,5,1,5,False,8.5
14,89,Low,College,67,1,0.5,12,5,-6,17,False,28.0
22,72,Medium,High School,64,2,1.0,12,10,2,22,False,25.0
22,91,Low,High School,68,1,0.5,0,5,2,5,False,14.0
17,72,Low,High School,66,1,1.0,12,10,-3,22,False,50.0
23,83,Low,Postgraduate,69,1,0.5,0,5,3,5,False,22.0
18,70,Medium,College,65,2,0.5,12,5,-2,17,False,23.5
23,93,Medium,High School,70,2,1.0,12,10,3,22,False,14.5
9,64,Medium,High School,57,2,0.5,12,5,-11,17,False,26.5
17,93,High,College,69,3,1.0,0,10,-3,10,False,5.666666666666667
30,84,Medium,Postgraduate,70,2,0.5,12,5,10,17,False,16.5
15,67,Medium,College,63,2,0.5,12,5,-5,17,False,25.0
16,82,Medium,Postgraduate,66,2,1.0,0,10,-4,10,False,14.0
7,74,High,High School,64,3,0.5,0,5,-13,5,False,10.333333333333334
19,63,Medium,High School,62,2,0.5,12,5,-1,17,False,27.0
21,99,Medium,College,71,2,2.0,12,15,1,27,True,14.0
20,61,Medium,Postgraduate,64,2,2.0,0,15,0,15,False,27.0
19,86,Medium,High School,72,2,0.5,12,5,-1,17,False,15.5
20,75,Low,College,64,1,0.5,0,5,0,5,False,30.0
26,86,High,Postgraduate,71,3,1.0,12,10,6,22,False,12.0
19,74,Medium,College,68,2,0.5,12,5,-1,17,False,21.5
17,87,High,College,68,3,0.5,12,5,-3,17,False,10.0
18,89,Medium,College,68,2,1.0,0,10,-2,10,False,10.5
23,88,Low,High School,69,1,0.5,0,5,3,5,False,17.0
28,65,Low,College,67,1,0.5,12,5,8,17,False,52.0
16,86,Low,High School,66,1,0.5,0,5,-4,5,False,19.0
21,71,Low,Postgraduate,65,1,2.0,12,15,1,27,True,56.0
22,61,High,High School,63,3,1.0,0,10,2,10,False,16.333333333333332
14,77,Medium,High School,62,2,1.0,0,10,-6,10,False,16.5
20,77,High,College,67,3,0.5,0,5,0,5,False,9.333333333333334
11,79,Low,High School,65,1,0.5,12,5,-9,17,False,38.0
22,72,Medium,High School,66,2,0.5,0,5,2,5,False,16.5
18,73,High,College,64,3,0.5,12,5,-2,17,False,14.666666666666666
21,62,Low,High School,67,1,0.5,12,5,1,17,False,55.0
20,87,Medium,College,67,2,1.0,0,10,0,10,False,11.5
14,83,Low,High School,61,1,1.0,0,10,-6,10,False,27.0
20,74,Low,High School,66,1,0.5,12,5,0,17,False,43.0
13,88,Medium,College,66,2,1.0,12,10,-7,22,False,17.0
28,81,Low,High School,67,1,1.0,12,10,8,22,False,41.0
12,79,Low,High School,64,1,0.5,0,5,-8,5,False,26.0
19,80,Low,High School,64,1,0.5,0,5,-1,5,False,25.0
14,85,Medium,College,67,2,1.0,0,10,-6,10,False,12.5
23,86,Medium,College,68,2,0.5,0,5,3,5,False,9.5
18,72,Medium,High School,64,2,0.5,0,5,-2,5,False,16.5
17,66,Medium,College,63,2,0.5,12,5,-3,17,False,25.5
25,66,Low,College,68,1,0.5,12,5,5,17,False,51.0
20,86,Low,High School,64,1,2.0,0,15,0,15,False,29.0
23,95,Low,High School,70,1,1.0,12,10,3,22,False,27.0
14,76,Medium,College,64,2,0.5,0,5,-6,5,False,14.5
12,67,High,High School,59,3,2.0,0,15,-8,15,False,16.0
21,90,Low,High School,71,1,1.0,12,10,1,22,False,32.0
18,93,Low,High School,67,1,1.0,12,10,-2,22,False,29.0
24,95,Low,Postgraduate,73,1,0.5,12,5,4,17,False,22.0
20,84,High,High School,66,3,0.5,0,5,0,5,False,7.0
21,94,Low,College,73,1,0.5,0,5,1,5,False,11.0
10,61,Medium,High School,62,2,0.5,12,5,-10,17,False,28.0
31,64,Low,High School,69,1,0.5,0,5,11,5,False,41.0
19,64,Medium,Postgraduate,66,2,0.5,0,5,-1,5,False,20.5
24,89,Low,High School,68,1,0.5,12,5,4,17,False,28.0
15,63,High,High School,65,3,0.5,12,5,-5,17,False,18.0
22,80,Low,College,67,1,1.0,12,10,2,22,False,42.0
12,79,Medium,High School,64,2,0.5,12,5,-8,17,False,19.0
23,72,Medium,High School,67,2,1.0,12,10,3,22,False,25.0
18,95,Medium,High School,66,2,1.0,12,10,-2,22,False,13.5
20,67,High,High School,68,3,0.5,0,5,0,5,False,12.666666666666666
24,74,Medium,College,68,2,0.5,12,5,4,17,False,21.5
13,91,Low,College,64,1,2.0,12,15,-7,27,True,36.0
16,61,Medium,High School,63,2,0.5,12,5,-4,17,False,28.0
23,87,Medium,College,72,2,1.0,0,10,3,10,False,11.5
33,93,Low,Postgraduate,75,1,1.0,0,10,13,10,False,17.0
19,97,Low,High School,71,1,0.5,0,5,-1,5,False,8.0
24,95,High,High School,71,3,0.5,0,5,4,5,False,3.3333333333333335
19,73,Medium,College,66,2,0.5,12,5,-1,17,False,22.0
32,83,Low,High School,71,1,1.0,12,10,12,22,False,39.0
10,63,Medium,Postgraduate,61,2,1.0,0,10,-10,10,False,23.5
21,70,Medium,High School,65,2,2.0,12,15,1,27,True,28.5
10,64,Low,High School,58,1,0.5,0,5,-10,5,False,41.0
5,73,Medium,High School,62,2,0.5,12,5,-15,17,False,22.0
22,95,High,College,69,3,0.5,0,5,2,5,False,3.3333333333333335
21,74,Medium,Postgraduate,65,2,2.0,12,15,1,27,True,26.5
18,82,Low,High School,69,1,0.5,12,5,-2,17,False,35.0
19,77,Low,College,68,1,0.5,12,5,-1,17,False,40.0
39,78,Low,College,70,1,2.0,0,15,19,15,False,37.0
18,99,Low,High School,72,1,0.5,12,5,-2,17,False,18.0
23,72,Low,Postgraduate,66,1,0.5,12,5,3,17,False,45.0
16,85,High,High School,68,3,0.5,12,5,-4,17,False,10.666666666666666
22,77,Low,College,67,1,0.5,12,5,2,17,False,40.0
19,62,Low,College,61,1,2.0,12,15,-1,27,True,65.0
18,80,Low,College,64,1,0.5,12,5,-2,17,False,37.0
31,93,Medium,High School,74,2,0.5,0,5,11,5,False,6.0
27,64,Low,High School,64,1,0.5,0,5,7,5,False,41.0
21,63,Medium,Postgraduate,64,2,0.5,12,5,1,17,False,27.0
6,66,Low,Postgraduate,61,1,0.5,12,5,-14,17,False,51.0
18,91,Low,High School,71,1,0.5,12,5,-2,17,False,26.0
36,89,Low,College,72,1,1.0,12,10,16,22,False,33.0
19,83,Medium,Postgraduate,68,2,0.5,0,5,-1,5,False,11.0
27,79,Low,College,69,1,1.0,12,10,7,22,False,43.0
29,96,Low,High School,74,1,0.5,0,5,9,5,False,9.0
21,91,Low,College,70,1,1.0,12,10,1,22,False,31.0
15,92,High,Postgraduate,69,3,0.5,12,5,-5,17,False,8.333333333333334
5,93,Medium,Postgraduate,64,2,0.5,0,5,-15,5,False,6.0
24,86,High,Postgraduate,71,3,2.0,12,15,4,27,True,13.666666666666666
15,78,High,College,65,3,0.5,12,5,-5,17,False,13.0
21,95,Medium,High School,71,2,0.5,12,5,1,17,False,11.0
18,61,High,Postgraduate,66,3,0.5,12,5,-2,17,False,18.666666666666668
20,62,High,High School,64,3,0.5,0,5,0,5,False,14.333333333333334
13,71,High,High School,61,3,1.0,0,10,-7,10,False,13.0
27,95,Medium,High School,71,2,1.0,12,10,7,22,False,13.5
16,76,Low,Postgraduate,65,1,1.0,0,10,-4,10,False,34.0
10,65,Low,High School,59,1,0.5,0,5,-10,5,False,40.0
19,63,Medium,College,63,2,0.5,12,5,-1,17,False,27.0
20,66,High,Postgraduate,64,3,1.0,12,10,0,22,False,18.666666666666668
21,70,High,College,63,3,0.5,0,5,1,5,False,11.666666666666666
28,80,Low,Postgraduate,70,1,1.0,0,10,8,10,False,30.0
19,88,Medium,High School,70,2,0.5,12,5,-1,17,False,14.5
19,99,Medium,College,72,2,0.5,12,5,-1,17,False,9.0
13,78,Low,College,65,1,1.0,0,10,-7,10,False,32.0
25,81,Medium,Postgraduate,71,2,1.0,12,10,5,22,False,20.5
21,81,Medium,Postgraduate,70,2,1.0,12,10,1,22,False,20.5
17,82,High,High School,66,3,1.0,0,10,-3,10,False,9.333333333333334
9,81,Low,High School,64,1,1.0,12,10,-11,22,False,41.0
29,60,Low,Postgraduate,64,1,0.5,0,5,9,5,False,45.0
13,60,Medium,College,59,2,2.0,0,15,-7,15,False,27.5
16,64,Low,High School,65,1,1.0,12,10,-4,22,False,58.0
22,64,Low,High School,66,1,1.0,12,10,2,22,False,58.0
13,88,High,High School,67,3,0.5,12,5,-7,17,False,9.666666666666666
11,68,Low,High School,62,1,2.0,12,15,-9,27,True,59.0
7,96,High,College,65,3,0.5,0,5,-13,5,False,3.0
17,99,Medium,College,70,2,0.5,0,5,-3,5,False,3.0
38,98,Low,Postgraduate,75,1,0.5,0,5,18,5,False,7.0
14,71,Medium,Postgraduate,66,2,0.5,12,5,-6,17,False,23.0
14,80,Low,Postgraduate,65,1,1.0,0,10,-6,10,False,30.0
17,67,Medium,Postgraduate,64,2,1.0,0,10,-3,10,False,21.5
21,92,Low,College,70,1,0.5,0,5,1,5,False,13.0
17,96,Medium,High School,71,2,1.0,12,10,-3,22,False,13.0
24,94,Medium,High School,68,2,0.5,0,5,4,5,False,5.5
14,77,Low,College,64,1,0.5,12,5,-6,17,False,40.0
12,90,Low,High School,67,1,0.5,0,5,-8,5,False,15.0
9,64,Low,High School,65,1,1.0,12,10,-11,22,False,58.0
7,62,Medium,Postgraduate,62,2,0.5,12,5,-13,17,False,27.5
17,90,Medium,College,68,2,0.5,12,5,-3,17,False,13.5
18,77,Medium,College,66,2,0.5,12,5,-2,17,False,20.0
16,100,Low,College,69,1,1.0,12,10,-4,22,False,22.0
27,64,High,High School,68,3,1.0,12,10,7,22,False,19.333333333333332
27,94,Medium,College,71,2,0.5,0,5,7,5,False,5.5
18,79,Low,College,68,1,0.5,12,5,-2,17,False,38.0
9,93,Low,College,64,1,1.0,12,10,-11,22,False,29.0
17,93,Low,College,66,1,1.0,0,10,-3,10,False,17.0
16,97,High,High School,70,3,0.5,12,5,-4,17,False,6.666666666666667
16,72,Medium,College,60,2,1.0,0,10,-4,10,False,19.0
16,98,Low,College,69,1,2.0,12,15,-4,27,True,29.0
16,66,Medium,College,65,2,0.5,12,5,-4,17,False,25.5
18,63,Medium,High School,66,2,0.5,12,5,-2,17,False,27.0
16,77,Medium,High School,64,2,0.5,0,5,-4,5,False,14.0
21,93,High,College,71,3,1.0,0,10,1,10,False,5.666666666666667
22,79,Medium,College,66,2,0.5,0,5,2,5,False,13.0
15,93,Low,High School,66,1,0.5,12,5,-5,17,False,24.0
28,89,Low,High School,68,1,1.0,0,10,8,10,False,21.0
14,68,High,High School,63,3,1.0,0,10,-6,10,False,14.0
10,98,Low,College,66,1,0.5,12,5,-10,17,False,19.0
22,62,Medium,College,61,2,0.5,0,5,2,5,False,21.5
15,96,Low,College,70,1,0.5,0,5,-5,5,False,9.0
22,72,High,College,68,3,1.0,12,10,2,22,False,16.666666666666668
6,80,Low,Postgraduate,65,1,1.0,12,10,-14,22,False,42.0
28,77,Low,Postgraduate,69,1,0.5,0,5,8,5,False,28.0
24,67,Medium,College,67,2,0.5,12,5,4,17,False,25.0
11,74,Medium,High School,62,2,1.0,0,10,-9,10,False,18.0
11,68,Low,High School,61,1,0.5,12,5,-9,17,False,49.0
16,67,High,College,65,3,0.5,12,5,-4,17,False,16.666666666666668
15,80,Low,High School,65,1,1.0,0,10,-5,10,False,30.0
6,92,Low,High School,66,1,0.5,12,5,-14,17,False,25.0
18,83,Medium,High School,66,2,0.5,12,5,-2,17,False,17.0
19,96,Low,College,69,1,0.5,12,5,-1,17,False,21.0
24,85,Low,High School,70,1,1.0,0,10,4,10,False,25.0
12,88,Medium,High School,63,2,0.5,0,5,-8,5,False,8.5
11,87,Medium,High School,64,2,0.5,0,5,-9,5,False,9.0
23,78,Low,College,65,1,2.0,0,15,3,15,False,37.0
26,88,Low,High School,71,1,2.0,12,15,6,27,True,39.0
11,63,Medium,High School,61,2,2.0,12,15,-9,27,True,32.0
26,94,High,High School,69,3,0.5,12,5,6,17,False,7.666666666666667
20,91,Medium,High School,69,2,1.0,0,10,0,10,False,9.5
27,70,Low,High School,66,1,0.5,0,5,7,5,False,35.0
20,91,High,High School,72,3,0.5,0,5,0,5,False,4.666666666666667
5,61,Medium,College,60,2,0.5,0,5,-15,5,False,22.0
19,69,Low,College,62,1,0.5,0,5,-1,5,False,36.0
26,63,Medium,High School,66,2,0.5,12,5,6,17,False,27.0
15,91,High,High School,69,3,0.5,12,5,-5,17,False,8.666666666666666
18,90,Medium,Postgraduate,69,2,1.0,0,10,-2,10,False,10.0
19,93,Medium,High School,71,2,0.5,0,5,-1,5,False,6.0
3,60,Low,Postgraduate,57,1,0.5,12,5,-17,17,False,57.0
30,80,Low,Postgraduate,72,1,0.5,0,5,10,5,False,25.0
15,88,Medium,High School,66,2,2.0,12,15,-5,27,True,19.5
23,66,Medium,College,66,2,0.5,12,5,3,17,False,25.5
19,86,Medium,College,70,2,0.5,0,5,-1,5,False,9.5
28,63,Low,High School,67,1,0.5,0,5,8,5,False,42.0
22,67,Medium,College,65,2,1.0,12,10,2,22,False,27.5
19,79,Low,High School,63,1,0.5,12,5,-1,17,False,38.0
15,86,Low,College,68,1,0.5,0,5,-5,5,False,19.0
25,66,Medium,High School,63,2,0.5,12,5,5,17,False,25.5
9,67,Medium,College,63,2,1.0,12,10,-11,22,False,27.5
24,68,High,College,68,3,0.5,12,5,4,17,False,16.333333333333332
13,70,Low,College,60,1,1.0,12,10,-7,22,False,52.0
28,69,Medium,High School,67,2,0.5,0,5,8,5,False,18.0
21,76,Low,College,65,1,2.0,12,15,1,27,True,51.0
24,86,Low,College,68,1,0.5,12,5,4,17,False,31.0
20,78,Medium,High School,62,2,1.0,0,10,0,10,False,16.0
9,91,Medium,Postgraduate,65,2,0.5,0,5,-11,5,False,7.0
15,89,Low,High School,66,1,0.5,12,5,-5,17,False,28.0
24,65,Medium,High School,67,2,0.5,12,5,4,17,False,26.0
21,62,High,High School,60,3,1.0,12,10,1,22,False,20.0
27,95,Medium,Postgraduate,74,2,2.0,12,15,7,27,True,16.0
22,63,High,High School,62,3,0.5,12,5,2,17,False,18.0
14,66,High,College,61,3,1.0,12,10,-6,22,False,18.666666666666668
15,61,Medium,High School,63,2,0.5,0,5,-5,5,False,22.0
21,85,Low,College,66,1,2.0,0,15,1,15,False,30.0
6,83,Low,Postgraduate,65,1,0.5,0,5,-14,5,False,22.0
30,99,Medium,Postgraduate,72,2,0.5,0,5,10,5,False,3.0
23,95,Low,High School,70,1,0.5,0,5,3,5,False,10.0
27,76,Medium,Postgraduate,71,2,1.0,12,10,7,22,False,23.0
11,75,High,College,64,3,1.0,12,10,-9,22,False,15.666666666666666
27,72,High,College,70,3,0.5,0,5,7,5,False,11.0
33,66,Medium,High School,68,2,0.5,0,5,13,5,False,19.5
12,66,Medium,High School,61,2,0.5,12,5,-8,17,False,25.5
25,65,High,High School,68,3,0.5,12,5,5,17,False,17.333333333333332
20,65,Low,Postgraduate,64,1,0.5,0,5,0,5,False,40.0
11,70,Medium,High School,64,2,0.5,12,5,-9,17,False,23.5
23,72,Medium,Postgraduate,71,2,0.5,12,5,3,17,False,22.5
25,98,Medium,College,72,2,1.0,12,10,5,22,False,12.0
16,83,High,College,66,3,1.0,12,10,-4,22,False,13.0
27,100,Low,High School,74,1,0.5,12,5,7,17,False,17.0
10,75,Medium,Postgraduate,65,2,1.0,12,10,-10,22,False,23.5
11,78,Low,High School,64,1,0.5,0,5,-9,5,False,27.0
21,73,Medium,College,69,2,1.0,12,10,1,22,False,24.5
20,67,Low,College,62,1,0.5,0,5,0,5,False,38.0
16,66,Medium,Postgraduate,62,2,1.0,12,10,-4,22,False,28.0
25,98,Low,Postgraduate,72,1,0.5,12,5,5,17,False,19.0
23,99,Medium,High School,73,2,0.5,0,5,3,5,False,3.0
25,62,Medium,Postgraduate,64,2,1.0,0,10,5,10,False,24.0
19,66,Medium,High School,65,2,0.5,0,5,-1,5,False,19.5
24,77,Low,High School,70,1,0.5,12,5,4,17,False,40.0
17,67,High,Postgraduate,66,3,1.0,12,10,-3,22,False,18.333333333333332
32,75,High,College,70,3,1.0,0,10,12,10,False,11.666666666666666
15,65,Medium,High School,63,2,0.5,12,5,-5,17,False,26.0
33,78,Low,High School,69,1,0.5,0,5,13,5,False,27.0
20,71,Medium,High School,64,2,0.5,12,5,0,17,False,23.0
12,74,Medium,Postgraduate,63,2,1.0,0,10,-8,10,False,18.0
28,64,Medium,Postgraduate,66,2,0.5,0,5,8,5,False,20.5
21,77,High,College,68,3,1.0,12,10,1,22,False,15.0
25,99,High,High School,97,3,0.5,12,5,5,17,False,6.0
27,73,Medium,High School,67,2,0.5,0,5,7,5,False,16.0
22,95,Medium,College,71,2,0.5,0,5,2,5,False,5.0
16,94,Low,College,66,1,0.5,12,5,-4,17,False,23.0
26,98,Low,Postgraduate,72,1,1.0,12,10,6,22,False,24.0
20,92,Low,Postgraduate,70,1,0.5,12,5,0,17,False,25.0
24,86,Low,High School,69,1,2.0,12,15,4,27,True,41.0
7,94,Medium,Postgraduate,66,2,0.5,12,5,-13,17,False,11.5
23,63,Medium,Postgraduate,69,2,0.5,0,5,3,5,False,21.0
16,79,Medium,College,65,2,0.5,12,5,-4,17,False,19.0
30,100,Low,College,75,1,1.0,0,10,10,10,False,10.0
24,91,Low,Postgraduate,70,1,1.0,0,10,4,10,False,19.0
21,98,Medium,High School,70,2,0.5,12,5,1,17,False,9.5
23,91,Low,High School,69,1,2.0,12,15,3,27,True,36.0
14,95,Low,College,68,1,0.5,0,5,-6,5,False,10.0
30,88,High,College,73,3,1.0,12,10,10,22,False,11.333333333333334
32,90,Medium,College,74,2,1.0,12,10,12,22,False,16.0
22,81,High,College,66,3,1.0,0,10,2,10,False,9.666666666666666
30,97,Low,High School,74,1,2.0,12,15,10,27,True,30.0
17,93,High,High School,67,3,1.0,12,10,-3,22,False,9.666666666666666
15,94,Medium,College,67,2,2.0,12,15,-5,27,True,16.5
20,87,Medium,College,70,2,0.5,0,5,0,5,False,9.0
23,72,High,High School,67,3,0.5,12,5,3,17,False,15.0
18,61,Medium,College,80,2,1.0,12,10,-2,22,False,30.5
23,97,Low,College,70,1,1.0,12,10,3,22,False,25.0
22,83,High,High School,71,3,0.5,0,5,2,5,False,7.333333333333333
14,72,High,College,64,3,0.5,0,5,-6,5,False,11.0
23,66,Medium,College,68,2,1.0,12,10,3,22,False,28.0
25,93,Low,High School,68,1,2.0,0,15,5,15,False,22.0
21,93,High,High School,69,3,0.5,12,5,1,17,False,8.0
27,93,Medium,Postgraduate,72,2,0.5,12,5,7,17,False,12.0
13,86,Low,College,65,1,0.5,0,5,-7,5,False,19.0
23,75,High,High School,64,3,0.5,12,5,3,17,False,14.0
13,72,Low,Postgraduate,64,1,1.0,0,10,-7,10,False,38.0
13,60,Low,High School,58,1,2.0,0,15,-7,15,False,55.0
16,93,Medium,High School,69,2,0.5,12,5,-4,17,False,12.0
14,63,Low,High School,61,1,0.5,0,5,-6,5,False,42.0
17,85,Medium,College,68,2,1.0,12,10,-3,22,False,18.5
19,80,Low,College,66,1,0.5,12,5,-1,17,False,37.0
25,81,Medium,College,68,2,0.5,0,5,5,5,False,12.0
18,97,Low,College,70,1,1.0,0,10,-2,10,False,13.0
10,61,High,College,62,3,1.0,12,10,-10,22,False,20.333333333333332
27,91,Medium,High School,71,2,0.5,0,5,7,5,False,7.0
15,62,Low,Postgraduate,61,1,1.0,0,10,-5,10,False,48.0
20,62,Medium,College,64,2,0.5,12,5,0,17,False,27.5
23,77,Low,College,65,1,0.5,0,5,3,5,False,28.0
21,63,Medium,High School,63,2,0.5,12,5,1,17,False,27.0
27,92,Low,High School,74,1,0.5,12,5,7,17,False,25.0
23,81,Medium,College,68,2,0.5,0,5,3,5,False,12.0
15,61,High,High School,65,3,0.5,12,5,-5,17,False,18.666666666666668
33,62,Medium,College,66,2,1.0,0,10,13,10,False,24.0
21,85,Medium,High School,69,2,1.0,12,10,1,22,False,18.5
19,92,High,College,69,3,0.5,12,5,-1,17,False,8.333333333333334
26,78,Medium,College,70,2,0.5,0,5,6,5,False,13.5
21,82,High,High School,70,3,0.5,12,5,1,17,False,11.666666666666666
22,92,Medium,High School,71,2,0.5,12,5,2,17,False,12.5
35,84,Medium,High School,72,2,0.5,0,5,15,5,False,10.5
18,69,Low,High School,61,1,1.0,0,10,-2,10,False,41.0
18,85,Medium,High School,68,2,0.5,12,5,-2,17,False,16.0
21,85,Low,High School,66,1,0.5,12,5,1,17,False,32.0
26,89,Low,High School,70,1,0.5,12,5,6,17,False,28.0
11,85,Low,College,63,1,0.5,0,5,-9,5,False,20.0
16,68,Medium,College,62,2,0.5,12,5,-4,17,False,24.5
10,98,Medium,College,69,2,0.5,0,5,-10,5,False,3.5
17,82,Medium,High School,69,2,1.0,12,10,-3,22,False,20.0
23,87,High,Postgraduate,72,3,0.5,12,5,3,17,False,10.0
15,64,Low,High School,64,1,0.5,12,5,-5,17,False,53.0
11,75,Low,College,63,1,1.0,0,10,-9,10,False,35.0
20,91,Low,Postgraduate,70,1,1.0,12,10,0,22,False,31.0
25,88,Low,Postgraduate,69,1,0.5,12,5,5,17,False,29.0
10,62,Medium,High School,61,2,0.5,0,5,-10,5,False,21.5
25,82,Low,High School,70,1,1.0,0,10,5,10,False,28.0
25,64,Medium,College,64,2,0.5,12,5,5,17,False,26.5
26,100,Medium,Postgraduate,76,2,0.5,12,5,6,17,False,8.5
27,96,Medium,College,73,2,0.5,12,5,7,17,False,10.5
18,94,Medium,College,69,2,0.5,12,5,-2,17,False,11.5
21,97,Medium,College,72,2,0.5,12,5,1,17,False,10.0
18,74,Medium,College,66,2,1.0,0,10,-2,10,False,18.0
20,89,Medium,Postgraduate,70,2,0.5,12,5,0,17,False,14.0
29,78,Medium,Postgraduate,73,2,0.5,12,5,9,17,False,19.5
12,86,High,Postgraduate,68,3,0.5,12,5,-8,17,False,10.333333333333334
15,74,High,Postgraduate,66,3,1.0,0,10,-5,10,False,12.0
28,73,Medium,High School,67,2,0.5,12,5,8,17,False,22.0
26,77,Medium,High School,67,2,0.5,0,5,6,5,False,14.0
18,66,Low,High School,62,1,0.5,12,5,-2,17,False,51.0
25,93,Medium,College,72,2,0.5,0,5,5,5,False,6.0
22,74,Medium,High School,65,2,2.0,12,15,2,27,True,26.5
29,76,High,High School,69,3,0.5,12,5,9,17,False,13.666666666666666
20,96,Low,High School,69,1,0.5,0,5,0,5,False,9.0
26,80,Low,College,69,1,1.0,12,10,6,22,False,42.0
36,82,Medium,High School,69,2,0.5,12,5,16,17,False,17.5
24,98,Medium,High School,69,2,0.5,12,5,4,17,False,9.5
20,95,Medium,High School,70,2,0.5,12,5,0,17,False,11.0
24,67,Low,Postgraduate,67,1,1.0,0,10,4,10,False,43.0
18,79,Medium,Postgraduate,69,2,0.5,12,5,-2,17,False,19.0
34,99,Medium,College,75,2,0.5,12,5,14,17,False,9.0
21,75,Low,High School,66,1,0.5,12,5,1,17,False,42.0
18,75,High,High School,63,3,0.5,12,5,-2,17,False,14.0
15,68,Medium,Postgraduate,64,2,1.0,12,10,-5,22,False,27.0
27,65,High,Postgraduate,66,3,1.0,12,10,7,22,False,19.0
25,90,Medium,College,72,2,1.0,12,10,5,22,False,16.0
17,91,Medium,College,71,2,1.0,0,10,-3,10,False,9.5
23,99,High,High School,70,3,2.0,12,15,3,27,True,9.333333333333334
11,91,Low,College,67,1,0.5,0,5,-9,5,False,14.0
21,70,High,High School,65,3,0.5,0,5,1,5,False,11.666666666666666
23,62,Low,High School,65,1,0.5,12,5,3,17,False,55.0
30,99,Low,Postgraduate,73,1,0.5,12,5,10,17,False,18.0
15,74,Medium,Postgraduate,66,2,0.5,12,5,-5,17,False,21.5
12,72,Low,Postgraduate,62,1,0.5,12,5,-8,17,False,45.0
15,96,High,High School,71,3,0.5,0,5,-5,5,False,3.0
12,83,High,High School,66,3,0.5,0,5,-8,5,False,7.333333333333333
28,69,Low,College,65,1,2.0,12,15,8,27,True,58.0
29,96,High,High School,75,3,0.5,12,5,9,17,False,7.0
22,100,Low,College,74,1,0.5,0,5,2,5,False,5.0
27,63,Medium,High School,65,2,1.0,12,10,7,22,False,29.5
21,94,Low,Postgraduate,71,1,0.5,0,5,1,5,False,11.0
19,76,Low,Postgraduate,65,1,0.5,12,5,-1,17,False,41.0
18,81,Low,College,65,1,0.5,12,5,-2,17,False,36.0
18,97,Low,High School,67,1,1.0,0,10,-2,10,False,13.0
11,99,Low,High School,67,1,1.0,12,10,-9,22,False,23.0
22,70,Medium,High School,66,2,0.5,0,5,2,5,False,17.5
20,69,Medium,High School,67,2,0.5,12,5,0,17,False,24.0
24,63,Low,Postgraduate,66,1,0.5,0,5,4,5,False,42.0
21,82,Medium,High School,65,2,0.5,0,5,1,5,False,11.5
19,61,Low,High School,59,1,2.0,12,15,-1,27,True,66.0
15,76,Low,High School,69,1,1.0,12,10,-5,22,False,46.0
20,63,Low,High School,63,1,0.5,0,5,0,5,False,42.0
24,76,Medium,High School,65,2,1.0,0,10,4,10,False,17.0
13,62,Low,High School,61,1,0.5,0,5,-7,5,False,43.0
21,93,Medium,Postgraduate,68,2,2.0,0,15,1,15,False,11.0
21,68,Low,College,65,1,1.0,12,10,1,22,False,54.0
16,95,Low,Postgraduate,69,1,1.0,12,10,-4,22,False,27.0
21,90,High,College,72,3,0.5,12,5,1,17,False,9.0
13,69,Medium,High School,59,2,0.5,12,5,-7,17,False,24.0
22,63,High,College,63,3,1.0,0,10,2,10,False,15.666666666666666
15,89,Low,High School,69,1,0.5,12,5,-5,17,False,28.0
26,76,Low,Postgraduate,67,1,0.5,0,5,6,5,False,29.0
34,91,Medium,College,70,2,1.0,0,10,14,10,False,9.5
15,78,Low,Postgraduate,67,1,1.0,0,10,-5,10,False,32.0
23,74,Low,College,66,1,0.5,12,5,3,17,False,43.0
16,78,High,High School,68,3,0.5,12,5,-4,17,False,13.0
26,90,Low,Postgraduate,71,1,0.5,12,5,6,17,False,27.0
12,96,Medium,High School,69,2,0.5,0,5,-8,5,False,4.5
15,81,Low,Postgraduate,66,1,0.5,0,5,-5,5,False,24.0
19,61,Medium,High School,66,2,0.5,12,5,-1,17,False,28.0
14,79,High,High School,67,3,0.5,0,5,-6,5,False,8.666666666666666
25,95,Medium,Postgraduate,74,2,0.5,12,5,5,17,False,11.0
15,74,Low,High School,66,1,1.0,0,10,-5,10,False,36.0
23,97,Medium,College,72,2,0.5,12,5,3,17,False,10.0
18,85,Low,College,69,1,0.5,12,5,-2,17,False,32.0
19,97,Medium,High School,68,2,1.0,0,10,-1,10,False,6.5
21,90,Low,High School,71,1,0.5,12,5,1,17,False,27.0
15,64,Low,High School,61,1,0.5,0,5,-5,5,False,41.0
